State,Year,rounded_time,num_fatalities_time
NT,2011,5:00:00 AM,4
NT,2011,6:00:00 AM,1
NT,2011,7:00:00 AM,2
NT,2011,8:00:00 AM,5
NT,2011,9:00:00 AM,2
NT,2011,10:00:00 AM,1
NT,2011,11:00:00 AM,2
NT,2011,12:00:00 PM,3
NT,2011,2:00:00 PM,4
NT,2011,3:00:00 PM,4
NT,2011,4:00:00 PM,1
NT,2011,5:00:00 PM,2
NT,2011,6:00:00 PM,1
NT,2011,7:00:00 PM,1
NT,2011,9:00:00 PM,1
NT,2011,10:00:00 PM,2
NT,2011,11:00:00 PM,3
NT,2012,2:00:00 AM,1
NT,2012,4:00:00 AM,2
NT,2012,6:00:00 AM,2
NT,2012,7:00:00 AM,1
NT,2012,8:00:00 AM,5
NT,2012,10:00:00 AM,3
NT,2012,11:00:00 AM,1
NT,2012,12:00:00 PM,1
NT,2012,1:00:00 PM,4
NT,2012,2:00:00 PM,3
NT,2012,3:00:00 PM,3
NT,2012,4:00:00 PM,1
NT,2012,5:00:00 PM,2
NT,2012,6:00:00 PM,2
NT,2012,7:00:00 PM,3
NT,2012,8:00:00 PM,5
NT,2012,9:00:00 PM,4
NT,2012,11:00:00 PM,5
NT,2013,2:00:00 AM,1
NT,2013,3:00:00 AM,2
NT,2013,4:00:00 AM,2
NT,2013,5:00:00 AM,1
NT,2013,6:00:00 AM,4
NT,2013,7:00:00 AM,3
NT,2013,11:00:00 AM,3
NT,2013,12:00:00 PM,2
NT,2013,1:00:00 PM,1
NT,2013,2:00:00 PM,3
NT,2013,3:00:00 PM,3
NT,2013,5:00:00 PM,2
NT,2013,7:00:00 PM,5
NT,2013,8:00:00 PM,3
NT,2013,9:00:00 PM,1
NT,2013,11:00:00 PM,1
NT,2014,1:00:00 AM,2
NT,2014,2:00:00 AM,5
NT,2014,3:00:00 AM,1
NT,2014,4:00:00 AM,1
NT,2014,5:00:00 AM,3
NT,2014,10:00:00 AM,4
NT,2014,11:00:00 AM,1
NT,2014,12:00:00 PM,1
NT,2014,2:00:00 PM,2
NT,2014,3:00:00 PM,3
NT,2014,4:00:00 PM,7
NT,2014,5:00:00 PM,2
NT,2014,6:00:00 PM,1
NT,2014,7:00:00 PM,3
NT,2014,8:00:00 PM,2
NT,2014,11:00:00 PM,1
NT,2015,12:00:00 AM,1
NT,2015,1:00:00 AM,2
NT,2015,2:00:00 AM,4
NT,2015,3:00:00 AM,3
NT,2015,4:00:00 AM,1
NT,2015,5:00:00 AM,6
NT,2015,6:00:00 AM,2
NT,2015,7:00:00 AM,2
NT,2015,8:00:00 AM,2
NT,2015,11:00:00 AM,2
NT,2015,12:00:00 PM,2
NT,2015,1:00:00 PM,4
NT,2015,2:00:00 PM,3
NT,2015,4:00:00 PM,2
NT,2015,5:00:00 PM,2
NT,2015,6:00:00 PM,3
NT,2015,7:00:00 PM,2
NT,2015,8:00:00 PM,2
NT,2015,9:00:00 PM,1
NT,2015,10:00:00 PM,1
NT,2015,11:00:00 PM,2
NT,2016,12:00:00 AM,1
NT,2016,1:00:00 AM,1
NT,2016,2:00:00 AM,1
NT,2016,3:00:00 AM,1
NT,2016,4:00:00 AM,1
NT,2016,6:00:00 AM,1
NT,2016,8:00:00 AM,1
NT,2016,9:00:00 AM,1
NT,2016,1:00:00 PM,3
NT,2016,2:00:00 PM,5
NT,2016,3:00:00 PM,2
NT,2016,4:00:00 PM,2
NT,2016,5:00:00 PM,4
NT,2016,6:00:00 PM,6
NT,2016,7:00:00 PM,2
NT,2016,8:00:00 PM,4
NT,2016,9:00:00 PM,4
NT,2016,10:00:00 PM,3
NT,2016,11:00:00 PM,2
NT,2017,12:00:00 AM,2
NT,2017,1:00:00 AM,1
NT,2017,2:00:00 AM,2
NT,2017,3:00:00 AM,1
NT,2017,5:00:00 AM,1
NT,2017,6:00:00 AM,2
NT,2017,8:00:00 AM,1
NT,2017,9:00:00 AM,2
NT,2017,11:00:00 AM,1
NT,2017,12:00:00 PM,1
NT,2017,1:00:00 PM,1
NT,2017,2:00:00 PM,1
NT,2017,4:00:00 PM,2
NT,2017,5:00:00 PM,2
NT,2017,6:00:00 PM,3
NT,2017,8:00:00 PM,5
NT,2017,9:00:00 PM,1
NT,2017,11:00:00 PM,2
NT,2018,12:00:00 AM,1
NT,2018,3:00:00 AM,2
NT,2018,4:00:00 AM,1
NT,2018,5:00:00 AM,1
NT,2018,6:00:00 AM,1
NT,2018,7:00:00 AM,2
NT,2018,8:00:00 AM,1
NT,2018,9:00:00 AM,1
NT,2018,10:00:00 AM,3
NT,2018,1:00:00 PM,4
NT,2018,2:00:00 PM,1
NT,2018,3:00:00 PM,1
NT,2018,4:00:00 PM,2
NT,2018,5:00:00 PM,4
NT,2018,6:00:00 PM,4
NT,2018,7:00:00 PM,4
NT,2018,8:00:00 PM,2
NT,2018,9:00:00 PM,3
NT,2018,10:00:00 PM,8
NT,2018,11:00:00 PM,4
NT,2019,12:00:00 AM,4
NT,2019,3:00:00 AM,2
NT,2019,5:00:00 AM,1
NT,2019,6:00:00 AM,6
NT,2019,8:00:00 AM,1
NT,2019,9:00:00 AM,1
NT,2019,10:00:00 AM,1
NT,2019,12:00:00 PM,2
NT,2019,1:00:00 PM,1
NT,2019,2:00:00 PM,1
NT,2019,3:00:00 PM,1
NT,2019,4:00:00 PM,5
NT,2019,5:00:00 PM,2
NT,2019,7:00:00 PM,5
NT,2019,8:00:00 PM,2
NT,2019,10:00:00 PM,1
NT,2020,1:00:00 AM,1
NT,2020,3:00:00 AM,1
NT,2020,4:00:00 AM,1
NT,2020,8:00:00 AM,1
NT,2020,10:00:00 AM,2
NT,2020,12:00:00 PM,2
NT,2020,2:00:00 PM,1
NT,2020,4:00:00 PM,2
NT,2020,5:00:00 PM,2
NT,2020,7:00:00 PM,1
NT,2020,8:00:00 PM,3
NT,2020,9:00:00 PM,4
NT,2020,10:00:00 PM,3
NT,2020,11:00:00 PM,7
NT,2021,12:00:00 AM,1
NT,2021,1:00:00 AM,2
NT,2021,2:00:00 AM,1
NT,2021,3:00:00 AM,1
NT,2021,4:00:00 AM,1
NT,2021,5:00:00 AM,1
NT,2021,8:00:00 AM,3
NT,2021,10:00:00 AM,1
NT,2021,12:00:00 PM,1
NT,2021,1:00:00 PM,2
NT,2021,2:00:00 PM,1
NT,2021,3:00:00 PM,1
NT,2021,4:00:00 PM,2
NT,2021,5:00:00 PM,1
NT,2021,6:00:00 PM,2
NT,2021,7:00:00 PM,3
NT,2021,8:00:00 PM,2
NT,2021,9:00:00 PM,2
NT,2021,10:00:00 PM,1
NT,2021,11:00:00 PM,6
NT,2022,12:00:00 AM,2
NT,2022,3:00:00 AM,1
NT,2022,4:00:00 AM,1
NT,2022,6:00:00 AM,3
NT,2022,7:00:00 AM,1
NT,2022,10:00:00 AM,1
NT,2022,1:00:00 PM,1
NT,2022,3:00:00 PM,1
NT,2022,4:00:00 PM,2
NT,2022,5:00:00 PM,2
NT,2022,7:00:00 PM,6
NT,2022,8:00:00 PM,2
NT,2022,9:00:00 PM,2
NT,2022,10:00:00 PM,11
Qld,1989,12:00:00 AM,8
Qld,1989,1:00:00 AM,8
Qld,1989,2:00:00 AM,14
Qld,1989,3:00:00 AM,9
Qld,1989,4:00:00 AM,6
Qld,1989,5:00:00 AM,11
Qld,1989,6:00:00 AM,19
Qld,1989,7:00:00 AM,17
Qld,1989,8:00:00 AM,11
Qld,1989,9:00:00 AM,16
Qld,1989,10:00:00 AM,26
Qld,1989,11:00:00 AM,11
Qld,1989,12:00:00 PM,14
Qld,1989,1:00:00 PM,26
Qld,1989,2:00:00 PM,29
Qld,1989,3:00:00 PM,25
Qld,1989,4:00:00 PM,35
Qld,1989,5:00:00 PM,28
Qld,1989,6:00:00 PM,32
Qld,1989,7:00:00 PM,22
Qld,1989,8:00:00 PM,18
Qld,1989,9:00:00 PM,15
Qld,1989,10:00:00 PM,16
Qld,1989,11:00:00 PM,12
Qld,1990,12:00:00 AM,12
Qld,1990,1:00:00 AM,9
Qld,1990,2:00:00 AM,11
Qld,1990,3:00:00 AM,8
Qld,1990,4:00:00 AM,2
Qld,1990,5:00:00 AM,10
Qld,1990,6:00:00 AM,12
Qld,1990,7:00:00 AM,15
Qld,1990,8:00:00 AM,13
Qld,1990,9:00:00 AM,16
Qld,1990,10:00:00 AM,14
Qld,1990,11:00:00 AM,15
Qld,1990,12:00:00 PM,16
Qld,1990,1:00:00 PM,21
Qld,1990,2:00:00 PM,28
Qld,1990,3:00:00 PM,54
Qld,1990,4:00:00 PM,17
Qld,1990,5:00:00 PM,24
Qld,1990,6:00:00 PM,31
Qld,1990,7:00:00 PM,22
Qld,1990,8:00:00 PM,10
Qld,1990,9:00:00 PM,12
Qld,1990,10:00:00 PM,14
Qld,1990,11:00:00 PM,13
Qld,1991,12:00:00 AM,14
Qld,1991,1:00:00 AM,13
Qld,1991,2:00:00 AM,12
Qld,1991,3:00:00 AM,8
Qld,1991,4:00:00 AM,7
Qld,1991,5:00:00 AM,4
Qld,1991,6:00:00 AM,14
Qld,1991,7:00:00 AM,13
Qld,1991,8:00:00 AM,13
Qld,1991,9:00:00 AM,21
Qld,1991,10:00:00 AM,7
Qld,1991,11:00:00 AM,20
Qld,1991,12:00:00 PM,19
Qld,1991,1:00:00 PM,19
Qld,1991,2:00:00 PM,26
Qld,1991,3:00:00 PM,21
Qld,1991,4:00:00 PM,27
Qld,1991,5:00:00 PM,27
Qld,1991,6:00:00 PM,29
Qld,1991,7:00:00 PM,25
Qld,1991,8:00:00 PM,13
Qld,1991,9:00:00 PM,15
Qld,1991,10:00:00 PM,16
Qld,1991,11:00:00 PM,12
Qld,1992,12:00:00 AM,13
Qld,1992,1:00:00 AM,11
Qld,1992,2:00:00 AM,15
Qld,1992,3:00:00 AM,10
Qld,1992,4:00:00 AM,6
Qld,1992,5:00:00 AM,5
Qld,1992,6:00:00 AM,11
Qld,1992,7:00:00 AM,10
Qld,1992,8:00:00 AM,21
Qld,1992,9:00:00 AM,23
Qld,1992,10:00:00 AM,24
Qld,1992,11:00:00 AM,16
Qld,1992,12:00:00 PM,10
Qld,1992,1:00:00 PM,14
Qld,1992,2:00:00 PM,13
Qld,1992,3:00:00 PM,35
Qld,1992,4:00:00 PM,31
Qld,1992,5:00:00 PM,23
Qld,1992,6:00:00 PM,37
Qld,1992,7:00:00 PM,32
Qld,1992,8:00:00 PM,13
Qld,1992,9:00:00 PM,16
Qld,1992,10:00:00 PM,16
Qld,1992,11:00:00 PM,11
Qld,1993,12:00:00 AM,20
Qld,1993,1:00:00 AM,9
Qld,1993,2:00:00 AM,12
Qld,1993,3:00:00 AM,11
Qld,1993,4:00:00 AM,9
Qld,1993,5:00:00 AM,16
Qld,1993,6:00:00 AM,14
Qld,1993,7:00:00 AM,16
Qld,1993,8:00:00 AM,10
Qld,1993,9:00:00 AM,13
Qld,1993,10:00:00 AM,11
Qld,1993,11:00:00 AM,23
Qld,1993,12:00:00 PM,16
Qld,1993,1:00:00 PM,18
Qld,1993,2:00:00 PM,15
Qld,1993,3:00:00 PM,27
Qld,1993,4:00:00 PM,36
Qld,1993,5:00:00 PM,24
Qld,1993,6:00:00 PM,26
Qld,1993,7:00:00 PM,19
Qld,1993,8:00:00 PM,15
Qld,1993,9:00:00 PM,14
Qld,1993,10:00:00 PM,13
Qld,1993,11:00:00 PM,9
Qld,1994,12:00:00 AM,5
Qld,1994,1:00:00 AM,12
Qld,1994,2:00:00 AM,9
Qld,1994,3:00:00 AM,10
Qld,1994,4:00:00 AM,10
Qld,1994,5:00:00 AM,18
Qld,1994,6:00:00 AM,15
Qld,1994,7:00:00 AM,22
Qld,1994,8:00:00 AM,8
Qld,1994,9:00:00 AM,25
Qld,1994,10:00:00 AM,32
Qld,1994,11:00:00 AM,23
Qld,1994,12:00:00 PM,9
Qld,1994,1:00:00 PM,20
Qld,1994,2:00:00 PM,23
Qld,1994,3:00:00 PM,28
Qld,1994,4:00:00 PM,17
Qld,1994,5:00:00 PM,28
Qld,1994,6:00:00 PM,21
Qld,1994,7:00:00 PM,16
Qld,1994,8:00:00 PM,17
Qld,1994,9:00:00 PM,23
Qld,1994,10:00:00 PM,13
Qld,1994,11:00:00 PM,14
Qld,1995,12:00:00 AM,17
Qld,1995,1:00:00 AM,17
Qld,1995,2:00:00 AM,7
Qld,1995,3:00:00 AM,11
Qld,1995,4:00:00 AM,8
Qld,1995,5:00:00 AM,7
Qld,1995,6:00:00 AM,10
Qld,1995,7:00:00 AM,18
Qld,1995,8:00:00 AM,18
Qld,1995,9:00:00 AM,22
Qld,1995,10:00:00 AM,17
Qld,1995,11:00:00 AM,21
Qld,1995,12:00:00 PM,27
Qld,1995,1:00:00 PM,24
Qld,1995,2:00:00 PM,15
Qld,1995,3:00:00 PM,31
Qld,1995,4:00:00 PM,29
Qld,1995,5:00:00 PM,32
Qld,1995,6:00:00 PM,22
Qld,1995,7:00:00 PM,30
Qld,1995,8:00:00 PM,14
Qld,1995,9:00:00 PM,25
Qld,1995,10:00:00 PM,19
Qld,1995,11:00:00 PM,15
Qld,1996,12:00:00 AM,12
Qld,1996,1:00:00 AM,14
Qld,1996,2:00:00 AM,14
Qld,1996,3:00:00 AM,10
Qld,1996,4:00:00 AM,11
Qld,1996,5:00:00 AM,19
Qld,1996,6:00:00 AM,9
Qld,1996,7:00:00 AM,25
Qld,1996,8:00:00 AM,16
Qld,1996,9:00:00 AM,16
Qld,1996,10:00:00 AM,25
Qld,1996,11:00:00 AM,22
Qld,1996,12:00:00 PM,20
Qld,1996,1:00:00 PM,14
Qld,1996,2:00:00 PM,12
Qld,1996,3:00:00 PM,19
Qld,1996,4:00:00 PM,29
Qld,1996,5:00:00 PM,23
Qld,1996,6:00:00 PM,19
Qld,1996,7:00:00 PM,18
Qld,1996,8:00:00 PM,6
Qld,1996,9:00:00 PM,12
Qld,1996,10:00:00 PM,12
Qld,1996,11:00:00 PM,8
Qld,1997,12:00:00 AM,16
Qld,1997,1:00:00 AM,9
Qld,1997,2:00:00 AM,9
Qld,1997,3:00:00 AM,11
Qld,1997,4:00:00 AM,8
Qld,1997,5:00:00 AM,12
Qld,1997,6:00:00 AM,9
Qld,1997,7:00:00 AM,11
Qld,1997,8:00:00 AM,12
Qld,1997,9:00:00 AM,16
Qld,1997,10:00:00 AM,14
Qld,1997,11:00:00 AM,15
Qld,1997,12:00:00 PM,12
Qld,1997,1:00:00 PM,15
Qld,1997,2:00:00 PM,17
Qld,1997,3:00:00 PM,19
Qld,1997,4:00:00 PM,17
Qld,1997,5:00:00 PM,31
Qld,1997,6:00:00 PM,29
Qld,1997,7:00:00 PM,19
Qld,1997,8:00:00 PM,17
Qld,1997,9:00:00 PM,20
Qld,1997,10:00:00 PM,11
Qld,1997,11:00:00 PM,11
Qld,1998,12:00:00 AM,5
Qld,1998,1:00:00 AM,15
Qld,1998,2:00:00 AM,8
Qld,1998,3:00:00 AM,6
Qld,1998,4:00:00 AM,7
Qld,1998,5:00:00 AM,8
Qld,1998,6:00:00 AM,12
Qld,1998,7:00:00 AM,12
Qld,1998,8:00:00 AM,16
Qld,1998,9:00:00 AM,8
Qld,1998,10:00:00 AM,6
Qld,1998,11:00:00 AM,18
Qld,1998,12:00:00 PM,12
Qld,1998,1:00:00 PM,18
Qld,1998,2:00:00 PM,13
Qld,1998,3:00:00 PM,22
Qld,1998,4:00:00 PM,16
Qld,1998,5:00:00 PM,16
Qld,1998,6:00:00 PM,11
Qld,1998,7:00:00 PM,12
Qld,1998,8:00:00 PM,10
Qld,1998,9:00:00 PM,7
Qld,1998,10:00:00 PM,11
Qld,1998,11:00:00 PM,10
Qld,1999,12:00:00 AM,14
Qld,1999,1:00:00 AM,11
Qld,1999,2:00:00 AM,6
Qld,1999,3:00:00 AM,5
Qld,1999,4:00:00 AM,10
Qld,1999,5:00:00 AM,7
Qld,1999,6:00:00 AM,11
Qld,1999,7:00:00 AM,15
Qld,1999,8:00:00 AM,11
Qld,1999,9:00:00 AM,11
Qld,1999,10:00:00 AM,17
Qld,1999,11:00:00 AM,17
Qld,1999,12:00:00 PM,9
Qld,1999,1:00:00 PM,14
Qld,1999,2:00:00 PM,15
Qld,1999,3:00:00 PM,21
Qld,1999,4:00:00 PM,17
Qld,1999,5:00:00 PM,14
Qld,1999,6:00:00 PM,18
Qld,1999,7:00:00 PM,10
Qld,1999,8:00:00 PM,13
Qld,1999,9:00:00 PM,13
Qld,1999,10:00:00 PM,19
Qld,1999,11:00:00 PM,16
Qld,2000,12:00:00 AM,6
Qld,2000,1:00:00 AM,11
Qld,2000,2:00:00 AM,12
Qld,2000,3:00:00 AM,9
Qld,2000,4:00:00 AM,7
Qld,2000,5:00:00 AM,12
Qld,2000,6:00:00 AM,7
Qld,2000,7:00:00 AM,18
Qld,2000,8:00:00 AM,16
Qld,2000,9:00:00 AM,9
Qld,2000,10:00:00 AM,12
Qld,2000,11:00:00 AM,15
Qld,2000,12:00:00 PM,15
Qld,2000,1:00:00 PM,10
Qld,2000,2:00:00 PM,15
Qld,2000,3:00:00 PM,17
Qld,2000,4:00:00 PM,26
Qld,2000,5:00:00 PM,25
Qld,2000,6:00:00 PM,18
Qld,2000,7:00:00 PM,14
Qld,2000,8:00:00 PM,9
Qld,2000,9:00:00 PM,15
Qld,2000,10:00:00 PM,7
Qld,2000,11:00:00 PM,12
Qld,2001,12:00:00 AM,16
Qld,2001,1:00:00 AM,15
Qld,2001,2:00:00 AM,8
Qld,2001,3:00:00 AM,2
Qld,2001,4:00:00 AM,6
Qld,2001,5:00:00 AM,14
Qld,2001,6:00:00 AM,8
Qld,2001,7:00:00 AM,14
Qld,2001,8:00:00 AM,10
Qld,2001,9:00:00 AM,7
Qld,2001,10:00:00 AM,10
Qld,2001,11:00:00 AM,16
Qld,2001,12:00:00 PM,18
Qld,2001,1:00:00 PM,25
Qld,2001,2:00:00 PM,21
Qld,2001,3:00:00 PM,25
Qld,2001,4:00:00 PM,17
Qld,2001,5:00:00 PM,23
Qld,2001,6:00:00 PM,17
Qld,2001,7:00:00 PM,13
Qld,2001,8:00:00 PM,15
Qld,2001,9:00:00 PM,9
Qld,2001,10:00:00 PM,7
Qld,2001,11:00:00 PM,8
Qld,2002,12:00:00 AM,14
Qld,2002,1:00:00 AM,2
Qld,2002,2:00:00 AM,14
Qld,2002,3:00:00 AM,6
Qld,2002,4:00:00 AM,13
Qld,2002,5:00:00 AM,15
Qld,2002,6:00:00 AM,13
Qld,2002,7:00:00 AM,15
Qld,2002,8:00:00 AM,10
Qld,2002,9:00:00 AM,9
Qld,2002,10:00:00 AM,16
Qld,2002,11:00:00 AM,24
Qld,2002,12:00:00 PM,7
Qld,2002,1:00:00 PM,7
Qld,2002,2:00:00 PM,20
Qld,2002,3:00:00 PM,21
Qld,2002,4:00:00 PM,29
Qld,2002,5:00:00 PM,16
Qld,2002,6:00:00 PM,13
Qld,2002,7:00:00 PM,10
Qld,2002,8:00:00 PM,12
Qld,2002,9:00:00 PM,14
Qld,2002,10:00:00 PM,11
Qld,2002,11:00:00 PM,11
Qld,2003,12:00:00 AM,15
Qld,2003,1:00:00 AM,12
Qld,2003,2:00:00 AM,15
Qld,2003,3:00:00 AM,9
Qld,2003,4:00:00 AM,4
Qld,2003,5:00:00 AM,5
Qld,2003,6:00:00 AM,9
Qld,2003,7:00:00 AM,14
Qld,2003,8:00:00 AM,15
Qld,2003,9:00:00 AM,17
Qld,2003,10:00:00 AM,8
Qld,2003,11:00:00 AM,16
Qld,2003,12:00:00 PM,10
Qld,2003,1:00:00 PM,17
Qld,2003,2:00:00 PM,14
Qld,2003,3:00:00 PM,24
Qld,2003,4:00:00 PM,25
Qld,2003,5:00:00 PM,15
Qld,2003,6:00:00 PM,13
Qld,2003,7:00:00 PM,13
Qld,2003,8:00:00 PM,9
Qld,2003,9:00:00 PM,9
Qld,2003,10:00:00 PM,14
Qld,2003,11:00:00 PM,8
Qld,2004,12:00:00 AM,10
Qld,2004,1:00:00 AM,6
Qld,2004,2:00:00 AM,7
Qld,2004,3:00:00 AM,14
Qld,2004,4:00:00 AM,12
Qld,2004,5:00:00 AM,10
Qld,2004,6:00:00 AM,18
Qld,2004,7:00:00 AM,7
Qld,2004,8:00:00 AM,12
Qld,2004,9:00:00 AM,10
Qld,2004,10:00:00 AM,4
Qld,2004,11:00:00 AM,12
Qld,2004,12:00:00 PM,17
Qld,2004,1:00:00 PM,16
Qld,2004,2:00:00 PM,18
Qld,2004,3:00:00 PM,20
Qld,2004,4:00:00 PM,19
Qld,2004,5:00:00 PM,21
Qld,2004,6:00:00 PM,25
Qld,2004,7:00:00 PM,16
Qld,2004,8:00:00 PM,13
Qld,2004,9:00:00 PM,10
Qld,2004,10:00:00 PM,7
Qld,2004,11:00:00 PM,7
Qld,2005,12:00:00 AM,7
Qld,2005,1:00:00 AM,11
Qld,2005,2:00:00 AM,11
Qld,2005,3:00:00 AM,13
Qld,2005,4:00:00 AM,10
Qld,2005,5:00:00 AM,14
Qld,2005,6:00:00 AM,9
Qld,2005,7:00:00 AM,7
Qld,2005,8:00:00 AM,12
Qld,2005,9:00:00 AM,13
Qld,2005,10:00:00 AM,18
Qld,2005,11:00:00 AM,15
Qld,2005,12:00:00 PM,12
Qld,2005,1:00:00 PM,9
Qld,2005,2:00:00 PM,26
Qld,2005,3:00:00 PM,25
Qld,2005,4:00:00 PM,24
Qld,2005,5:00:00 PM,15
Qld,2005,6:00:00 PM,21
Qld,2005,7:00:00 PM,11
Qld,2005,8:00:00 PM,13
Qld,2005,9:00:00 PM,11
Qld,2005,10:00:00 PM,12
Qld,2005,11:00:00 PM,11
Qld,2006,12:00:00 AM,8
Qld,2006,1:00:00 AM,11
Qld,2006,2:00:00 AM,7
Qld,2006,3:00:00 AM,16
Qld,2006,4:00:00 AM,6
Qld,2006,5:00:00 AM,7
Qld,2006,6:00:00 AM,11
Qld,2006,7:00:00 AM,12
Qld,2006,8:00:00 AM,10
Qld,2006,9:00:00 AM,6
Qld,2006,10:00:00 AM,12
Qld,2006,11:00:00 AM,14
Qld,2006,12:00:00 PM,14
Qld,2006,1:00:00 PM,18
Qld,2006,2:00:00 PM,21
Qld,2006,3:00:00 PM,23
Qld,2006,4:00:00 PM,24
Qld,2006,5:00:00 PM,19
Qld,2006,6:00:00 PM,20
Qld,2006,7:00:00 PM,20
Qld,2006,8:00:00 PM,16
Qld,2006,9:00:00 PM,14
Qld,2006,10:00:00 PM,9
Qld,2006,11:00:00 PM,17
Qld,2007,12:00:00 AM,19
Qld,2007,1:00:00 AM,14
Qld,2007,2:00:00 AM,11
Qld,2007,3:00:00 AM,6
Qld,2007,4:00:00 AM,6
Qld,2007,5:00:00 AM,16
Qld,2007,6:00:00 AM,13
Qld,2007,7:00:00 AM,11
Qld,2007,8:00:00 AM,9
Qld,2007,9:00:00 AM,11
Qld,2007,10:00:00 AM,12
Qld,2007,11:00:00 AM,18
Qld,2007,12:00:00 PM,14
Qld,2007,1:00:00 PM,19
Qld,2007,2:00:00 PM,25
Qld,2007,3:00:00 PM,23
Qld,2007,4:00:00 PM,21
Qld,2007,5:00:00 PM,24
Qld,2007,6:00:00 PM,21
Qld,2007,7:00:00 PM,11
Qld,2007,8:00:00 PM,18
Qld,2007,9:00:00 PM,11
Qld,2007,10:00:00 PM,16
Qld,2007,11:00:00 PM,11
Qld,2008,12:00:00 AM,11
Qld,2008,1:00:00 AM,6
Qld,2008,2:00:00 AM,9
Qld,2008,3:00:00 AM,10
Qld,2008,4:00:00 AM,3
Qld,2008,5:00:00 AM,10
Qld,2008,6:00:00 AM,11
Qld,2008,7:00:00 AM,13
Qld,2008,8:00:00 AM,4
Qld,2008,9:00:00 AM,12
Qld,2008,10:00:00 AM,16
Qld,2008,11:00:00 AM,14
Qld,2008,12:00:00 PM,18
Qld,2008,1:00:00 PM,10
Qld,2008,2:00:00 PM,28
Qld,2008,3:00:00 PM,18
Qld,2008,4:00:00 PM,17
Qld,2008,5:00:00 PM,23
Qld,2008,6:00:00 PM,16
Qld,2008,7:00:00 PM,16
Qld,2008,8:00:00 PM,12
Qld,2008,9:00:00 PM,11
Qld,2008,10:00:00 PM,21
Qld,2008,11:00:00 PM,19
Qld,2009,12:00:00 AM,12
Qld,2009,1:00:00 AM,9
Qld,2009,2:00:00 AM,8
Qld,2009,3:00:00 AM,7
Qld,2009,4:00:00 AM,9
Qld,2009,5:00:00 AM,12
Qld,2009,6:00:00 AM,11
Qld,2009,7:00:00 AM,16
Qld,2009,8:00:00 AM,14
Qld,2009,9:00:00 AM,15
Qld,2009,10:00:00 AM,7
Qld,2009,11:00:00 AM,16
Qld,2009,12:00:00 PM,18
Qld,2009,1:00:00 PM,18
Qld,2009,2:00:00 PM,22
Qld,2009,3:00:00 PM,24
Qld,2009,4:00:00 PM,18
Qld,2009,5:00:00 PM,26
Qld,2009,6:00:00 PM,16
Qld,2009,7:00:00 PM,9
Qld,2009,8:00:00 PM,9
Qld,2009,9:00:00 PM,13
Qld,2009,10:00:00 PM,12
Qld,2009,11:00:00 PM,10
Qld,2010,12:00:00 AM,7
Qld,2010,1:00:00 AM,11
Qld,2010,2:00:00 AM,3
Qld,2010,3:00:00 AM,5
Qld,2010,4:00:00 AM,3
Qld,2010,5:00:00 AM,12
Qld,2010,6:00:00 AM,8
Qld,2010,7:00:00 AM,10
Qld,2010,8:00:00 AM,8
Qld,2010,9:00:00 AM,14
Qld,2010,10:00:00 AM,17
Qld,2010,11:00:00 AM,14
Qld,2010,12:00:00 PM,9
Qld,2010,1:00:00 PM,10
Qld,2010,2:00:00 PM,14
Qld,2010,3:00:00 PM,19
Qld,2010,4:00:00 PM,18
Qld,2010,5:00:00 PM,16
Qld,2010,6:00:00 PM,15
Qld,2010,7:00:00 PM,7
Qld,2010,8:00:00 PM,8
Qld,2010,9:00:00 PM,7
Qld,2010,10:00:00 PM,7
Qld,2010,11:00:00 PM,7
Qld,2011,12:00:00 AM,15
Qld,2011,1:00:00 AM,10
Qld,2011,2:00:00 AM,4
Qld,2011,3:00:00 AM,7
Qld,2011,4:00:00 AM,3
Qld,2011,5:00:00 AM,11
Qld,2011,6:00:00 AM,13
Qld,2011,7:00:00 AM,6
Qld,2011,8:00:00 AM,15
Qld,2011,9:00:00 AM,6
Qld,2011,10:00:00 AM,13
Qld,2011,11:00:00 AM,15
Qld,2011,12:00:00 PM,11
Qld,2011,1:00:00 PM,25
Qld,2011,2:00:00 PM,23
Qld,2011,3:00:00 PM,14
Qld,2011,4:00:00 PM,9
Qld,2011,5:00:00 PM,5
Qld,2011,6:00:00 PM,19
Qld,2011,7:00:00 PM,8
Qld,2011,8:00:00 PM,5
Qld,2011,9:00:00 PM,9
Qld,2011,10:00:00 PM,16
Qld,2011,11:00:00 PM,7
Qld,2012,12:00:00 AM,9
Qld,2012,1:00:00 AM,9
Qld,2012,2:00:00 AM,3
Qld,2012,3:00:00 AM,5
Qld,2012,4:00:00 AM,2
Qld,2012,5:00:00 AM,11
Qld,2012,6:00:00 AM,6
Qld,2012,7:00:00 AM,8
Qld,2012,8:00:00 AM,21
Qld,2012,9:00:00 AM,17
Qld,2012,10:00:00 AM,13
Qld,2012,11:00:00 AM,14
Qld,2012,12:00:00 PM,10
Qld,2012,1:00:00 PM,15
Qld,2012,2:00:00 PM,24
Qld,2012,3:00:00 PM,30
Qld,2012,4:00:00 PM,13
Qld,2012,5:00:00 PM,11
Qld,2012,6:00:00 PM,13
Qld,2012,7:00:00 PM,13
Qld,2012,8:00:00 PM,6
Qld,2012,9:00:00 PM,10
Qld,2012,10:00:00 PM,7
Qld,2012,11:00:00 PM,10
Qld,2013,12:00:00 AM,10
Qld,2013,1:00:00 AM,4
Qld,2013,2:00:00 AM,2
