State,Month,Year,Dayweek,Time,Crash Type,Number Fatalities
NSW,9,2009,Tuesday,23:00,Multiple,1
SA,9,2009,Monday,19:00,Single,1
NSW,9,2009,Saturday,15:00,Multiple,1
WA,9,2009,Saturday,14:00,Single,1
NSW,9,2009,Sunday,15:00,Multiple,1
WA,9,2009,Saturday,17:00,Single,1
NSW,9,2009,Saturday,14:00,Multiple,1
ACT,9,2009,Saturday,6:00,Multiple,1
NSW,9,2009,Sunday,16:00,Single,1
WA,9,2009,Sunday,6:00,Single,1
Qld,9,2009,Sunday,15:00,Single,1
Qld,9,2009,Sunday,13:00,Single,1
NSW,9,2009,Saturday,11:00,Multiple,2
NSW,9,2009,Saturday,12:00,Multiple,1
NSW,9,2009,Saturday,11:00,Multiple,1
NSW,9,2009,Sunday,15:00,Single,1
Qld,9,2009,Tuesday,9:00,Multiple,1
NSW,9,2009,Monday,14:00,Multiple,1
Qld,9,2009,Wednesday,10:00,Single,1
NSW,9,2009,Thursday,13:00,Multiple,1
NSW,9,2009,Wednesday,13:00,Single,1
Qld,9,2009,Wednesday,17:00,Single,1
Qld,9,2009,Wednesday,11:00,Single,1
Qld,9,2009,Friday,12:00,Single,1
NSW,9,2009,Friday,15:00,Multiple,2
NSW,9,2009,Friday,7:00,Multiple,2
WA,9,2009,Wednesday,10:00,Multiple,1
Qld,9,2009,Wednesday,14:00,Multiple,1
NSW,9,2009,Tuesday,15:00,Multiple,2
Qld,9,2009,Friday,12:00,Multiple,1
NSW,9,2009,Tuesday,13:00,Single,1
NSW,9,2009,Thursday,9:00,Multiple,1
Qld,9,2009,Tuesday,13:00,Multiple,1
Vic,9,2009,Monday,7:00,Single,1
NSW,9,2009,Thursday,15:00,Multiple,1
SA,9,2009,Monday,8:00,Multiple,1
Qld,9,2009,Tuesday,14:00,Single,1
Qld,9,2009,Tuesday,13:00,Single,1
NSW,9,2009,Wednesday,7:00,Single,1
Qld,9,2009,Monday,15:00,Multiple,1
Qld,9,2009,Thursday,11:00,Multiple,1
Vic,9,2009,Thursday,17:00,Single,1
NSW,9,2009,Wednesday,14:00,Multiple,1
NT,9,2009,Thursday,17:00,Single,1
NSW,9,2009,Monday,16:00,Single,2
SA,9,2009,Tuesday,11:00,Multiple,1
Vic,9,2009,Tuesday,12:00,Multiple,1
NSW,9,2009,Friday,7:00,Multiple,1
Qld,9,2009,Wednesday,12:00,Multiple,2
Qld,9,2009,Friday,11:00,Multiple,1
NSW,9,2009,Tuesday,15:00,Multiple,1
NSW,9,2009,Friday,17:00,Multiple,1
Vic,9,2009,Monday,11:00,Single,1
SA,9,2009,Wednesday,15:00,Single,1
NSW,9,2009,Monday,17:00,Single,1
NSW,9,2009,Tuesday,13:00,Multiple,1
Qld,9,2009,Friday,19:00,Single,1
SA,9,2009,Saturday,0:00,Single,1
WA,9,2009,Sunday,0:00,Single,2
Vic,9,2009,Saturday,1:00,Single,1
Vic,9,2009,Wednesday,20:00,Single,1
NSW,9,2009,Thursday,23:00,Single,1
Qld,9,2009,Sunday,16:00,Single,1
Vic,9,2009,Tuesday,15:00,Single,1
NSW,9,2009,Wednesday,16:00,Single,1
NSW,9,2009,Wednesday,16:00,Single,1
Vic,9,2009,Friday,12:00,Single,1
NT,9,2009,Thursday,21:00,Multiple,1
SA,8,2009,Saturday,15:00,Multiple,2
WA,8,2009,Friday,22:00,Single,1
Vic,8,2009,Saturday,16:00,Single,1
Vic,8,2009,Sunday,1:00,Single,1
NSW,8,2009,Friday,6:00,Single,1
NSW,8,2009,Tuesday,19:00,Single,1
Vic,8,2009,Friday,20:00,Multiple,1
NSW,8,2009,Sunday,1:00,Single,1
Vic,8,2009,Saturday,19:00,Multiple,1
NSW,8,2009,Friday,19:00,Single,1
Qld,8,2009,Sunday,2:00,Single,1
SA,8,2009,Sunday,23:00,Single,1
Vic,8,2009,Monday,0:00,Single,1
SA,8,2009,Friday,21:00,Single,1
Tas,8,2009,Saturday,0:00,Single,1
SA,8,2009,Saturday,18:00,Single,1
NSW,8,2009,Sunday,1:00,Single,1
WA,8,2009,Sunday,2:00,Single,1
Qld,8,2009,Saturday,23:00,Multiple,1
SA,8,2009,Sunday,1:00,Single,1
NSW,8,2009,Saturday,0:00,Single,1
Vic,8,2009,Monday,4:00,Single,1
Qld,8,2009,Saturday,5:00,Single,1
Qld,8,2009,Saturday,23:00,Single,1
NSW,8,2009,Friday,22:00,Single,1
NSW,8,2009,Friday,18:00,Multiple,1
Qld,8,2009,Sunday,2:00,Single,1
Vic,8,2009,Saturday,19:00,Multiple,1
Vic,8,2009,Saturday,21:00,Single,1
Tas,8,2009,Saturday,23:00,Single,1
Vic,8,2009,Friday,1:00,Multiple,1
NSW,8,2009,Thursday,5:00,Multiple,1
NSW,8,2009,Tuesday,1:00,Single,1
WA,8,2009,Thursday,1:00,Single,1
Qld,8,2009,Friday,5:00,Single,1
NSW,8,2009,Thursday,21:00,Single,1
NSW,8,2009,Thursday,21:00,Single,1
Qld,8,2009,Wednesday,20:00,Multiple,1
WA,8,2009,Wednesday,21:00,Single,1
Qld,8,2009,Wednesday,22:00,Single,1
NSW,8,2009,Thursday,22:00,Multiple,3
NSW,8,2009,Friday,1:00,Multiple,1
Qld,8,2009,Saturday,17:00,Single,1
Qld,8,2009,Sunday,11:00,Single,1
Qld,8,2009,Saturday,9:00,Single,2
NSW,8,2009,Sunday,14:00,Single,1
NSW,8,2009,Saturday,17:00,Single,1
Vic,8,2009,Sunday,7:00,Multiple,1
Vic,8,2009,Saturday,12:00,Multiple,1
NSW,8,2009,Saturday,9:00,Single,1
NSW,8,2009,Saturday,14:00,Single,1
Vic,8,2009,Saturday,13:00,Single,1
WA,8,2009,Sunday,8:00,Single,1
Vic,8,2009,Sunday,8:00,Single,1
NSW,8,2009,Sunday,6:00,Multiple,1
NSW,8,2009,Sunday,10:00,Single,2
Qld,8,2009,Sunday,17:00,Single,1
Qld,8,2009,Tuesday,16:00,Single,1
Vic,8,2009,Thursday,7:00,Multiple,1
NSW,8,2009,Monday,14:00,Multiple,1
SA,8,2009,Wednesday,17:00,Single,1
NSW,8,2009,Monday,10:00,Single,1
NSW,8,2009,Thursday,11:00,Single,1
Vic,8,2009,Friday,14:00,Multiple,1
NT,8,2009,Monday,17:00,Single,1
NSW,8,2009,Thursday,7:00,Single,1
SA,8,2009,Thursday,15:00,Multiple,1
WA,8,2009,Wednesday,17:00,Single,1
Qld,8,2009,Thursday,17:00,Multiple,1
NSW,8,2009,Monday,15:00,Single,1
Qld,8,2009,Thursday,12:00,Single,1
Qld,8,2009,Friday,11:00,Single,1
SA,8,2009,Thursday,11:00,Single,1
Qld,8,2009,Friday,7:00,Multiple,1
Qld,8,2009,Friday,6:00,Multiple,1
NSW,8,2009,Thursday,6:00,Single,1
WA,8,2009,Friday,13:00,Multiple,1
Vic,8,2009,Monday,15:00,Multiple,2
WA,8,2009,Tuesday,15:00,Multiple,1
Qld,8,2009,Thursday,8:00,Multiple,1
NSW,8,2009,Monday,10:00,Multiple,1
WA,8,2009,Thursday,14:00,Single,1
NSW,8,2009,Tuesday,17:00,Multiple,2
NSW,8,2009,Thursday,15:00,Multiple,1
NSW,8,2009,Monday,13:00,Single,1
NSW,8,2009,Friday,10:00,Multiple,4
NSW,8,2009,Thursday,7:00,Multiple,2
NSW,8,2009,Thursday,17:00,Single,1
Qld,8,2009,Monday,7:00,Single,1
Vic,8,2009,Thursday,15:00,Multiple,1
Vic,8,2009,Friday,8:00,Multiple,1
NSW,8,2009,Thursday,15:00,Multiple,1
NSW,8,2009,Sunday,18:00,Single,1
WA,8,2009,Sunday,21:00,Single,1
NSW,8,2009,Friday,21:00,Single,1
Vic,8,2009,Tuesday,19:00,Single,1
Vic,8,2009,Tuesday,6:00,Single,1
NSW,8,2009,Tuesday,15:00,Single,1
NSW,8,2009,Wednesday,8:00,Single,1
NSW,8,2009,Tuesday,7:00,Single,1
NSW,8,2009,Thursday,16:00,Single,1
Qld,8,2009,Wednesday,16:00,Single,2
NSW,8,2009,Monday,20:00,Multiple,1
NT,8,2009,Thursday,10:00,Multiple,1
WA,8,2009,Friday,7:00,Multiple,1
Qld,7,2009,Sunday,15:00,Multiple,1
NSW,7,2009,Saturday,11:00,Multiple,2
Qld,7,2009,Saturday,1:00,Single,2
NSW,7,2009,Friday,21:00,Single,1
Qld,7,2009,Wednesday,20:00,Single,1
Qld,7,2009,Sunday,5:00,Single,1
NSW,7,2009,Friday,22:00,Single,1
Vic,7,2009,Saturday,2:00,Multiple,1
NSW,7,2009,Friday,18:00,Single,1
WA,7,2009,Friday,19:00,Single,1
WA,7,2009,Sunday,19:00,Single,2
Tas,7,2009,Saturday,19:00,Multiple,1
NSW,7,2009,Friday,19:00,Single,1
WA,7,2009,Monday,5:00,Multiple,1
Vic,7,2009,Saturday,20:00,Single,1
Vic,7,2009,Friday,20:00,Single,1
Vic,7,2009,Friday,18:00,Multiple,1
Qld,7,2009,Saturday,5:00,Single,1
Qld,7,2009,Saturday,0:00,Single,1
Vic,7,2009,Thursday,3:00,Single,1
NT,7,2009,Thursday,22:00,Single,1
NSW,7,2009,Thursday,21:00,Single,1
Vic,7,2009,Monday,23:00,Single,1
Qld,7,2009,Thursday,23:00,Single,1
Qld,7,2009,Tuesday,19:00,Single,1
NSW,7,2009,Wednesday,3:00,Single,2
SA,7,2009,Thursday,18:00,Multiple,1
Qld,7,2009,Tuesday,18:00,Single,1
Qld,7,2009,Thursday,2:00,Single,1
Qld,7,2009,Friday,3:00,Multiple,1
Qld,7,2009,Wednesday,23:00,Single,1
NT,7,2009,Thursday,23:00,Single,1
NSW,7,2009,Saturday,10:00,Single,1
ACT,7,2009,Sunday,13:00,Multiple,1
Vic,7,2009,Saturday,13:00,Single,1
WA,7,2009,Saturday,13:00,Single,1
WA,7,2009,Sunday,7:00,Multiple,1
NSW,7,2009,Sunday,11:00,Multiple,1
NSW,7,2009,Sunday,10:00,Multiple,1
NSW,7,2009,Sunday,14:00,Single,1
Qld,7,2009,Friday,9:00,Multiple,2
Qld,7,2009,Wednesday,16:00,Single,1
Qld,7,2009,Tuesday,17:00,Single,1
NSW,7,2009,Monday,16:00,Single,1
SA,7,2009,Tuesday,16:00,Multiple,1
Tas,7,2009,Thursday,17:00,Multiple,2
NSW,7,2009,Thursday,13:00,Multiple,1
WA,7,2009,Tuesday,11:00,Single,1
NSW,7,2009,Monday,14:00,Multiple,1
WA,7,2009,Friday,6:00,Multiple,1
Tas,7,2009,Friday,12:00,Multiple,1
Qld,7,2009,Tuesday,6:00,Single,1
NSW,7,2009,Thursday,15:00,Multiple,1
NSW,7,2009,Friday,11:00,Multiple,1
Tas,7,2009,Tuesday,11:00,Multiple,1
NSW,7,2009,Tuesday,13:00,Multiple,1
NSW,7,2009,Thursday,14:00,Single,1
Vic,7,2009,Monday,13:00,Single,1
Qld,7,2009,Wednesday,13:00,Single,1
Vic,7,2009,Friday,6:00,Multiple,1
NSW,7,2009,Friday,7:00,Multiple,1
SA,7,2009,Thursday,13:00,Single,1
Tas,7,2009,Tuesday,17:00,Multiple,2
Vic,7,2009,Wednesday,17:00,Multiple,1
SA,7,2009,Friday,14:00,Single,1
NSW,7,2009,Tuesday,14:00,Single,1
NSW,7,2009,Friday,12:00,Multiple,1
Vic,7,2009,Wednesday,12:00,Multiple,1
Vic,7,2009,Thursday,7:00,Multiple,1
Qld,7,2009,Wednesday,15:00,Single,1
NSW,7,2009,Tuesday,15:00,Single,1
NSW,7,2009,Monday,6:00,Multiple,1
NSW,7,2009,Wednesday,12:00,Multiple,1
Qld,7,2009,Thursday,15:00,Multiple,1
Vic,7,2009,Thursday,11:00,Single,1
NT,7,2009,Wednesday,6:00,Multiple,1
Qld,7,2009,Tuesday,7:00,Multiple,1
Qld,7,2009,Friday,14:00,Single,1
Qld,7,2009,Wednesday,6:00,Multiple,1
Qld,7,2009,Wednesday,17:00,Multiple,1
Tas,7,2009,Thursday,7:00,Multiple,2
Vic,7,2009,Thursday,14:00,Single,1
Qld,7,2009,Thursday,7:00,Multiple,1
NSW,7,2009,Thursday,11:00,Single,1
Tas,7,2009,Thursday,10:00,Multiple,4
Vic,7,2009,Friday,23:00,Single,1
Qld,7,2009,Sunday,0:00,Single,1
Vic,7,2009,Saturday,0:00,Single,1
Vic,7,2009,Thursday,19:00,Single,1
Qld,7,2009,Thursday,18:00,Single,1
Vic,7,2009,Wednesday,19:00,Single,1
SA,7,2009,Monday,21:00,Single,1
WA,7,2009,Sunday,11:00,Single,1
Vic,7,2009,Monday,17:00,Single,1
Qld,7,2009,Thursday,15:00,Single,1
Qld,7,2009,Thursday,19:00,Multiple,1
Qld,7,2009,Tuesday,8:00,Multiple,2
NSW,6,2009,Saturday,13:00,Multiple,3
Qld,6,2009,Saturday,0:00,Multiple,1
Vic,6,2009,Saturday,4:00,Single,1
NT,6,2009,Thursday,5:00,Single,1
SA,6,2009,Monday,18:00,Single,1
NSW,6,2009,Wednesday,18:00,Multiple,1
WA,6,2009,Sunday,20:00,Single,1
NSW,6,2009,Friday,18:00,Multiple,1
WA,6,2009,Saturday,2:00,Single,1
WA,6,2009,Saturday,19:00,Multiple,1
Vic,6,2009,Saturday,23:00,Multiple,1
SA,6,2009,Sunday,3:00,Single,1
NSW,6,2009,Friday,19:00,Single,1
NSW,6,2009,Monday,5:00,Multiple,1
Vic,6,2009,Sunday,1:00,Multiple,4
Vic,6,2009,Saturday,18:00,Single,1
NT,6,2009,Saturday,19:00,Multiple,1
Vic,6,2009,Sunday,4:00,Single,1
Vic,6,2009,Sunday,5:00,Single,1
SA,6,2009,Sunday,2:00,Single,1
Qld,6,2009,Saturday,18:00,Multiple,1
WA,6,2009,Friday,18:00,Multiple,1
ACT,6,2009,Sunday,3:00,Single,1
WA,6,2009,Saturday,19:00,Single,1
Qld,6,2009,Friday,22:00,Single,1
Qld,6,2009,Monday,19:00,Single,1
NSW,6,2009,Wednesday,22:00,Single,1
Qld,6,2009,Wednesday,4:00,Single,1
NSW,6,2009,Tuesday,19:00,Multiple,1
Vic,6,2009,Thursday,20:00,Multiple,1
NSW,6,2009,Friday,1:00,Multiple,1
WA,6,2009,Friday,5:00,Multiple,1
SA,6,2009,Monday,18:00,Single,1
Vic,6,2009,Friday,2:00,Single,1
SA,6,2009,Thursday,23:00,Single,1
Vic,6,2009,Monday,18:00,Multiple,1
Vic,6,2009,Thursday,1:00,Single,1
NSW,6,2009,Tuesday,1:00,Multiple,1
Qld,6,2009,Tuesday,4:00,Single,2
Vic,6,2009,Thursday,5:00,Multiple,1
Qld,6,2009,Wednesday,18:00,Multiple,1
WA,6,2009,Monday,18:00,Multiple,1
WA,6,2009,Sunday,13:00,Single,1
NSW,6,2009,Sunday,17:00,Single,1
Qld,6,2009,Sunday,6:00,Single,1
Vic,6,2009,Sunday,7:00,Single,1
Vic,6,2009,Sunday,11:00,Single,1
NSW,6,2009,Sunday,9:00,Single,1
Qld,6,2009,Saturday,8:00,Multiple,1
Qld,6,2009,Sunday,16:00,Multiple,2
NSW,6,2009,Sunday,13:00,Multiple,1
SA,6,2009,Saturday,11:00,Single,1
Tas,6,2009,Sunday,10:00,Single,1
Qld,6,2009,Sunday,9:00,Multiple,2
WA,6,2009,Sunday,6:00,Single,1
Qld,6,2009,Sunday,10:00,Single,1
NSW,6,2009,Saturday,14:00,Multiple,1
Tas,6,2009,Saturday,13:00,Multiple,1
SA,6,2009,Sunday,13:00,Multiple,1
Qld,6,2009,Saturday,17:00,Multiple,1
NSW,6,2009,Sunday,10:00,Single,1
SA,6,2009,Tuesday,16:00,Multiple,1
NSW,6,2009,Tuesday,15:00,Single,1
Vic,6,2009,Monday,13:00,Multiple,2
Qld,6,2009,Tuesday,16:00,Multiple,1
Qld,6,2009,Tuesday,12:00,Multiple,1
NSW,6,2009,Monday,16:00,Single,1
Vic,6,2009,Monday,11:00,Single,1
WA,6,2009,Thursday,17:00,Multiple,1
Vic,6,2009,Tuesday,7:00,Multiple,2
WA,6,2009,Monday,11:00,Multiple,1
Qld,6,2009,Wednesday,6:00,Single,1
NSW,6,2009,Thursday,16:00,Single,1
NSW,6,2009,Friday,11:00,Multiple,1
Qld,6,2009,Wednesday,7:00,Multiple,1
NSW,6,2009,Tuesday,11:00,Multiple,1
NSW,6,2009,Monday,17:00,Multiple,1
SA,6,2009,Wednesday,13:00,Single,1
Qld,6,2009,Tuesday,7:00,Multiple,1
NSW,6,2009,Tuesday,17:00,Multiple,1
Vic,6,2009,Friday,8:00,Multiple,1
Vic,6,2009,Wednesday,13:00,Multiple,1
Vic,6,2009,Thursday,16:00,Single,1
NSW,6,2009,Monday,17:00,Multiple,1
Qld,6,2009,Monday,9:00,Single,2
NT,6,2009,Friday,16:00,Multiple,1
WA,6,2009,Thursday,7:00,Single,1
Qld,6,2009,Tuesday,17:00,Multiple,1
Vic,6,2009,Monday,12:00,Multiple,1
Vic,6,2009,Thursday,17:00,Multiple,2
Qld,6,2009,Tuesday,8:00,Single,1
WA,6,2009,Thursday,14:00,Single,1
NSW,6,2009,Tuesday,15:00,Multiple,1
Qld,6,2009,Tuesday,8:00,Multiple,2
NSW,6,2009,Friday,17:00,Single,1
Qld,6,2009,Friday,15:00,Single,1
Vic,6,2009,Tuesday,11:00,Multiple,1
ACT,6,2009,Tuesday,18:00,Single,1
NT,6,2009,Saturday,19:00,Single,1
WA,6,2009,Saturday,21:00,Single,1
Qld,6,2009,Sunday,18:00,Single,1
NSW,6,2009,Sunday,4:00,Single,1
NSW,6,2009,Wednesday,18:00,Single,1
NSW,6,2009,Wednesday,21:00,Single,1
Qld,6,2009,Wednesday,20:00,Single,1
Qld,6,2009,Saturday,11:00,Single,1
Qld,6,2009,Tuesday,16:00,Single,1
NSW,6,2009,Monday,17:00,Single,1
NSW,6,2009,Wednesday,10:00,Single,1
NSW,6,2009,Thursday,10:00,Single,1
Vic,6,2009,Friday,9:00,Single,1
NSW,6,2009,Thursday,10:00,Single,1
Vic,6,2009,Thursday,6:00,Single,1
Qld,6,2009,Tuesday,8:00,Single,1
NSW,6,2009,Thursday,6:00,Single,1
NSW,6,2009,Wednesday,11:00,Multiple,1
Tas,6,2009,Friday,15:00,Multiple,1
Qld,6,2009,Tuesday,17:00,Multiple,1
WA,5,2009,Sunday,14:00,Multiple,1
Vic,5,2009,Friday,23:00,Single,1
Vic,5,2009,Monday,20:00,Single,1
Vic,5,2009,Friday,21:00,Multiple,1
WA,5,2009,Friday,21:00,Single,1
Vic,5,2009,Sunday,20:00,Single,1
Tas,5,2009,Saturday,23:00,Single,1
NT,5,2009,Friday,19:00,Single,1
Qld,5,2009,Friday,18:00,Multiple,4
Vic,5,2009,Sunday,19:00,Multiple,3
Qld,5,2009,Sunday,23:00,Single,1
Vic,5,2009,Sunday,5:00,Single,1
WA,5,2009,Saturday,21:00,Single,1
SA,5,2009,Sunday,0:00,Single,1
Qld,5,2009,Sunday,0:00,Single,1
NSW,5,2009,Saturday,18:00,Single,1
NSW,5,2009,Saturday,19:00,Single,1
Qld,5,2009,Saturday,2:00,Single,1
Vic,5,2009,Saturday,1:00,Single,1
NSW,5,2009,Friday,23:00,Single,2
NSW,5,2009,Saturday,3:00,Single,2
Qld,5,2009,Saturday,21:00,Multiple,3
Tas,5,2009,Sunday,1:00,Single,1
NSW,5,2009,Friday,22:00,Single,1
NSW,5,2009,Monday,3:00,Single,1
Qld,5,2009,Saturday,22:00,Multiple,1
SA,5,2009,Saturday,1:00,Single,2
Vic,5,2009,Saturday,3:00,Single,1
Qld,5,2009,Monday,5:00,Single,1
SA,5,2009,Friday,22:00,Single,1
SA,5,2009,Wednesday,22:00,Single,1
WA,5,2009,Wednesday,18:00,Multiple,1
Qld,5,2009,Monday,19:00,Single,1
SA,5,2009,Thursday,20:00,Multiple,1
WA,5,2009,Monday,23:00,Single,1
WA,5,2009,Wednesday,22:00,Single,2
NSW,5,2009,Thursday,22:00,Single,1
SA,5,2009,Friday,3:00,Single,4
WA,5,2009,Monday,19:00,Multiple,1
WA,5,2009,Thursday,20:00,Single,1
Qld,5,2009,Thursday,18:00,Multiple,1
NSW,5,2009,Tuesday,5:00,Single,1
NSW,5,2009,Tuesday,19:00,Multiple,1
NSW,5,2009,Monday,22:00,Multiple,1
Vic,5,2009,Sunday,12:00,Multiple,1
SA,5,2009,Saturday,12:00,Single,1
Vic,5,2009,Sunday,15:00,Single,1
WA,5,2009,Sunday,10:00,Multiple,1
NSW,5,2009,Saturday,16:00,Multiple,1
NSW,5,2009,Sunday,15:00,Multiple,1
NSW,5,2009,Sunday,6:00,Multiple,1
Qld,5,2009,Sunday,16:00,Single,1
NSW,5,2009,Sunday,8:00,Single,1
NSW,5,2009,Saturday,12:00,Single,1
NSW,5,2009,Saturday,8:00,Single,1
Qld,5,2009,Sunday,6:00,Multiple,1
Qld,5,2009,Saturday,8:00,Single,1
Tas,5,2009,Sunday,16:00,Single,1
Tas,5,2009,Thursday,16:00,Single,3
SA,5,2009,Wednesday,10:00,Multiple,1
WA,5,2009,Thursday,11:00,Multiple,1
ACT,5,2009,Tuesday,16:00,Single,1
NSW,5,2009,Monday,7:00,Multiple,1
NSW,5,2009,Friday,12:00,Single,1
NSW,5,2009,Friday,15:00,Multiple,1
WA,5,2009,Tuesday,15:00,Single,1
Qld,5,2009,Monday,16:00,Single,1
NT,5,2009,Friday,16:00,Multiple,1
Tas,5,2009,Tuesday,11:00,Single,1
SA,5,2009,Friday,17:00,Single,2
Qld,5,2009,Thursday,13:00,Multiple,1
SA,5,2009,Wednesday,17:00,Single,1
NSW,5,2009,Thursday,17:00,Multiple,1
Qld,5,2009,Friday,12:00,Multiple,1
WA,5,2009,Tuesday,13:00,Single,1
Vic,5,2009,Tuesday,11:00,Multiple,1
SA,5,2009,Thursday,8:00,Single,1
NSW,5,2009,Friday,8:00,Single,1
NSW,5,2009,Friday,15:00,Single,1
Qld,5,2009,Thursday,17:00,Multiple,1
NSW,5,2009,Monday,16:00,Single,1
Vic,5,2009,Friday,12:00,Single,1
NSW,5,2009,Thursday,16:00,Single,1
Qld,5,2009,Tuesday,16:00,Single,1
SA,5,2009,Friday,10:00,Multiple,1
Qld,5,2009,Wednesday,8:00,Single,1
Qld,5,2009,Thursday,15:00,Multiple,1
NSW,5,2009,Tuesday,16:00,Multiple,1
WA,5,2009,Tuesday,17:00,Single,1
NSW,5,2009,Friday,13:00,Multiple,1
Vic,5,2009,Monday,15:00,Multiple,1
NSW,5,2009,Thursday,16:00,Multiple,1
SA,5,2009,Tuesday,11:00,Single,1
WA,5,2009,Saturday,22:00,Single,1
NSW,5,2009,Sunday,18:00,Single,1
NSW,5,2009,Tuesday,20:00,Single,1
WA,5,2009,Wednesday,18:00,Single,1
NT,5,2009,Friday,0:00,Single,1
Qld,5,2009,Tuesday,21:00,Single,1
Vic,5,2009,Sunday,13:00,Single,1
Vic,5,2009,Saturday,11:00,Single,1
SA,5,2009,Saturday,8:00,Single,1
NSW,5,2009,Monday,17:00,Single,1
Vic,5,2009,Friday,8:00,Single,1
NSW,5,2009,Friday,16:00,Single,1
SA,5,2009,Friday,6:00,Single,1
Vic,5,2009,Tuesday,15:00,Single,1
Qld,5,2009,Monday,17:00,Single,1
NSW,5,2009,Thursday,15:00,Single,1
NSW,5,2009,Monday,17:00,Single,1
WA,5,2009,Wednesday,17:00,Single,1
NSW,5,2009,Saturday,17:00,Multiple,1
Qld,5,2009,Tuesday,11:00,Multiple,1
NSW,4,2009,Sunday,18:00,Multiple,1
NSW,4,2009,Saturday,15:00,Single,1
Vic,4,2009,Saturday,23:00,Single,1
NSW,4,2009,Friday,20:00,Single,1
Tas,4,2009,Monday,5:00,Single,1
Qld,4,2009,Saturday,18:00,Single,1
NSW,4,2009,Saturday,3:00,Single,1
NSW,4,2009,Thursday,18:00,Multiple,1
Qld,4,2009,Wednesday,5:00,Single,1
NSW,4,2009,Monday,21:00,Single,1
Qld,4,2009,Thursday,5:00,Multiple,1
NSW,4,2009,Tuesday,18:00,Multiple,1
NSW,4,2009,Wednesday,5:00,Multiple,2
NSW,4,2009,Thursday,1:00,Single,1
NSW,4,2009,Monday,21:00,Single,1
Vic,4,2009,Saturday,22:00,Single,1
SA,4,2009,Sunday,3:00,Single,2
Qld,4,2009,Saturday,3:00,Single,1
NSW,4,2009,Saturday,20:00,Single,1
Vic,4,2009,Monday,5:00,Multiple,1
WA,4,2009,Friday,22:00,Single,1
SA,4,2009,Sunday,1:00,Single,2
WA,4,2009,Friday,23:00,Single,1
SA,4,2009,Sunday,21:00,Single,1
NSW,4,2009,Friday,23:00,Single,1
NT,4,2009,Sunday,1:00,Single,1
Qld,4,2009,Saturday,4:00,Single,1
Vic,4,2009,Saturday,5:00,Single,2
Qld,4,2009,Saturday,1:00,Single,2
NSW,4,2009,Sunday,2:00,Single,1
NSW,4,2009,Sunday,2:00,Single,1
NT,4,2009,Saturday,23:00,Multiple,1
Vic,4,2009,Saturday,9:00,Multiple,1
Vic,4,2009,Wednesday,18:00,Multiple,1
Vic,4,2009,Friday,4:00,Single,1
NSW,4,2009,Friday,0:00,Multiple,1
Vic,4,2009,Wednesday,3:00,Multiple,1
SA,4,2009,Tuesday,23:00,Single,1
NSW,4,2009,Wednesday,20:00,Single,1
Vic,4,2009,Thursday,18:00,Single,4
Qld,4,2009,Wednesday,22:00,Single,1
NSW,4,2009,Tuesday,2:00,Single,2
NSW,4,2009,Tuesday,5:00,Single,1
NSW,4,2009,Thursday,20:00,Single,1
Qld,4,2009,Monday,22:00,Single,1
NSW,4,2009,Tuesday,22:00,Single,2
NSW,4,2009,Thursday,23:00,Multiple,1
NSW,4,2009,Wednesday,22:00,Single,1
NSW,4,2009,Sunday,14:00,Single,1
Qld,4,2009,Sunday,7:00,Multiple,2
Vic,4,2009,Saturday,16:00,Single,1
Tas,4,2009,Sunday,13:00,Multiple,1
Tas,4,2009,Sunday,6:00,Single,2
NSW,4,2009,Sunday,12:00,Single,1
WA,4,2009,Saturday,14:00,Multiple,1
WA,4,2009,Saturday,13:00,Single,1
NSW,4,2009,Sunday,14:00,Multiple,1
Qld,4,2009,Saturday,14:00,Multiple,1
Qld,4,2009,Saturday,7:00,Single,2
WA,4,2009,Sunday,14:00,Multiple,2
Qld,4,2009,Sunday,13:00,Single,1
Vic,4,2009,Saturday,12:00,Single,1
Qld,4,2009,Saturday,14:00,Multiple,1
NSW,4,2009,Tuesday,14:00,Single,1
NSW,4,2009,Wednesday,14:00,Multiple,1
Vic,4,2009,Wednesday,14:00,Multiple,1
Vic,4,2009,Tuesday,8:00,Multiple,1
Qld,4,2009,Tuesday,15:00,Single,1
NSW,4,2009,Monday,12:00,Multiple,1
WA,4,2009,Friday,13:00,Multiple,2
Vic,4,2009,Tuesday,16:00,Single,1
NSW,4,2009,Thursday,15:00,Multiple,1
WA,4,2009,Monday,8:00,Single,1
Qld,4,2009,Thursday,13:00,Multiple,1
NSW,4,2009,Monday,6:00,Single,1
NSW,4,2009,Thursday,12:00,Single,1
WA,4,2009,Thursday,8:00,Single,1
SA,4,2009,Wednesday,17:00,Single,1
Qld,4,2009,Wednesday,12:00,Single,1
Qld,4,2009,Friday,6:00,Multiple,1
NSW,4,2009,Thursday,9:00,Multiple,1
Qld,4,2009,Friday,12:00,Single,2
Qld,4,2009,Thursday,16:00,Multiple,1
WA,4,2009,Thursday,12:00,Single,1
Tas,4,2009,Friday,8:00,Single,1
Vic,4,2009,Thursday,16:00,Multiple,1
NSW,4,2009,Wednesday,12:00,Multiple,1
Vic,4,2009,Friday,14:00,Single,1
Qld,4,2009,Wednesday,14:00,Single,1
Vic,4,2009,Friday,10:00,Single,1
WA,4,2009,Friday,7:00,Single,1
NSW,4,2009,Thursday,15:00,Single,1
